CRM;FANTASIA;CNPJ;TELEFONE;CIDADE;ENDERECO;BAIRRO;CEP;CODIGO_IBGE;ESTADO;ATIVO;STATUS;DIAS_LIBERADOS;MODULOS
37844;Interformula Farmacia;96.161.286/0001-66;1129554696 / 11982144245;São Paulo;Rua Guaranesia, 785;Vila Maria;02112-001;3550308;SP;Sim;CLIENTE;1.0;MERCHFARMA: 4,HOS P344: 4,HOS FÓRMULA: 4,ESTAÇÃO ADICIONAL: 1,NFS-E CONJUGADA: 4
37846;San Genaro Farmacia de Manipulacao;01.638.348/0001-71;3132952377 / 31;Belo Horizonte;R Juiz de Fora, 119;Barro Preto;30180-060;3106200;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,HOS FÓRMULA: 7,LAYOUT NFS-E: 7
37850;Farmacia da Familia Brasileira - PABLO;22.838.673/0001-58;75997169063 / 75998929355;Iraquara;Rua Sete de Setembro, S/N;Centro;46980-000;2914406;BA;Sim;CLIENTE;1.0;MERCHFARMA: 1,HOS P344: 1
37855;Farmacia Tres Filial 4 - BEEASY - (Cobrança Matriz);03.784.801/0005-07;54996429560 / 54;Não Me Toque;Av Alto Jacuí, 732;Centro;99470-000;4312658;RS;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOS FISCAL: 3,HOS REPLICADOR: 3
37857;Drogaria Triunfo ;41.556.456/0001-10;79996334992 / 79;Simão Dias;Rua Ze Roberto Povoado Triunfo, 56;Zona Rural;49480-000;2807105;SE;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2
37860;GD Farma - INOVAR;19.449.791/0001-60;83996948804 / 83;Campina Grande;R Juremas, 128 - Terreo, Loja 2;Malvidas;58432-587;2504009;PB;Sim;CLIENTE;1.0;MERCHFARMA: 8,HOS P344: 8,HOS FISCAL: 8,HOS REPLICADOR: 8,HOSTRIBUTARIO: 8,INTEGRAÇÃO IFOOD: 8
37861;GD Farma - Filial 1 Rede Universal - INOVAR;19.449.791/0002-40;83996948804 / 83;Sumé;Av 1 de Abril, 737;Centro;58540-000;2516300;PB;Sim;CLIENTE;15.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 5,HOSCHAT: 5
37862;GD Farma - Filial 2 - Rede Universal - INOVAR;23.660.070/0001-71;83996948804 / 83;Serra Branca;R Dep Alvaro Gaudencio, 53;Centro;58580-000;2515500;PB;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,HOS REPLICADOR: 1,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 6,HOSPEDIDOS: 5
37865;Drogaria Carvalho - Asfarma - ANDRE;33.967.753/0001-20;7532852266 / 75;Rodelas;Av Manoel Moura, 35;Centro;48630-000;2927101;BA;Sim;CLIENTE;10.0;MERCHFARMA: 2,HOS P344: 2,ESTAÇÃO ADICIONAL: 1
37867;Drogaria Santa Luzia - Rede Soma ;11.790.016/0001-61;3838438120 / 38;Novorizonte;Av. Joao B. de Souza, 800;Centro;39568-000;3145372;MG;Sim;CLIENTE;30.0;MERCHFARMA: 8,HOS P344: 8,HOS FISCAL: 8,HOS REPLICADOR: 8,ESTAÇÃO ADICIONAL: 3,HOSTRIBUTARIO: 8,HOSCLOUD BACKUP: 3,HOSCHAT: 4,INTEGRAÇÃO MAGGU: 11
37868;Drogaria Santa Luzia - Filial - (Cobrança Matriz);11.790.016/0002-42;38998826749 / 38;Novorizonte;Rua Um 170;Campo Verde de Minas;39568-000;3145372;MG;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOS FISCAL: 2,HOS REPLICADOR: 2,HOSCLOUD BACKUP: 2
37869;Inova Drogaria Manip - Inova - IPASHOP;08.220.175/0001-16;3333141672 / 33988866642;Ipanema;Av Sete de Setembro, 455;Centro;36950-000;3131208;MG;Sim;CLIENTE;30.0;MERCHFARMA: 12,HOS P344: 13,HOS FÓRMULA: 13,HOS FISCAL: 13,HOS REPLICADOR: 4,ESTAÇÃO ADICIONAL: 3,HOS DIGITALIZE: 13,HOSPEDIDOS: 15,HOSCHAT: 4,HOS ENTREGAS: 13,HOSGESTÃO PLUS: 13,INTEGRAÇÃO BLING: 13,UNICO CONTATO: 13,INTEGRAÇÃO MAGGU: 12,MENSALIDADE HOSTEF 1 PINPAD: 13,MENSALIDADE HOSTEF PINPAD EXTRA: 13
37870;Max Farma - LEF SISTEMAS;36.180.021/0001-83;67996058525 / 67;Nova Alvorada do Sul;Av Jofre de Araujo, 347;Maria de Lourdes M Stradiotti;79140-000;5006002;MS;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3
37873;Multipopular Med e Cosm - BASE4;41.856.962/0001-24;71991334605 / 71;Salvador;Av Afranio Peixoto, 260;Plataforma;40470-970;2927408;BA;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 2,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 3
37874;GT Farma Manipulacao;38.661.613/0001-42;5332040626 / 53981358005;Rio Grande;R Gen Bacelar, 134;Centro;96200-370;4315602;RS;Sim;CLIENTE;30.0;MERCHFARMA: 8,HOS P344: 8,HOS FÓRMULA: 8,HOS FISCAL: 8,HOSCLOUD BACKUP: 2,LAYOUT NFS-E: 8
37875;Lefarma - Multifarma ;42.654.647/0001-87;43991609222 / 43;Ribeirão Claro;Rua Dr. Xavier da Silva, 748;Centro;86410-000;4121802;PR;Sim;CLIENTE;1.0;MERCHFARMA: 2,HOS P344: 2,HOSCLOUD BACKUP: 2
37876;Drogaria Farmaclim - Soma ;12.997.554/0001-94;2737112819 / 27996332510;Colatina;Av Silvio Avidos 1097;Sao Silvano;29703-131;3201506;ES;Sim;CLIENTE;5.0;MERCHFARMA: 7,HOS P344: 7,HOS FISCAL: 7,HOSTRIBUTARIO: 7,HOS DIGITALIZE: 7,HOSCLOUD BACKUP: 5,INTEGRAÇÃO IFOOD: 7,HOSCHAT: 7,INTEGRAÇÃO BLING: 7,HOSGESTAO: 7,INTEGRAÇÃO SMARTPED: 1
37877;Drogaria Lima - ROMULO;40.700.341/0001-94;34998231041 / 34;Varjão de Minas;Av Jovino Mariano Gomes, 1251 Lj 02;Centro;38794-000;3170750;MG;Sim;CLIENTE;1.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3
37878;Farmacia Pagmenos Loja 02 - Rede Inova - ANDRE - (Cobrança Matriz);40.803.286/0001-68;74988560403 / 74;Casa Nova;Rua 404, 13;Topol;47300-000;2907202;BA;Sim;CLIENTE;30.0;INTEGRAÇÃO SMARTPED: 4,MERCHFARMA: 4,HOS P344: 4,HOS REPLICADOR: 4,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 4,HOSDASHBOARD: 4,HOSGESTÃO PLUS: 4
37880;Farmacia Gomes- ANDRE;29.303.792/0001-55;7435281256 / 74;Umburanas;Rua Liborino Lopes, S/N;Centro;44798-000;2932457;BA;Sim;CLIENTE;15.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3
37882;Animateka Manipulacao Veterinaria - CELULAH;42.676.706/0001-18;15996904050 / 15;Sorocaba;Rua Cel Nogueira Padilha, 1967;Vila Hortencia;18020-003;3552205;SP;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,HOS FÓRMULA: 7,ESTAÇÃO ADICIONAL: 5,LAYOUT NFS-E: 7
37884;Farmacia Mais Amiga - Associadas ;42.273.327/0001-87;51985424026 / 51;Nova Bréscia;Rua Osorio 216;Centro;95950-000;4313003;RS;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 4,HOSGESTÃO PLUS: 4
37887;Farmacia Canabarrense Matriz - EVERTON;02.192.606/0001-00;5137627120 / 5137628098;Teotônia;Rua Tiradentes, 745;Canabarro;95890-000;4321451;RS;Sim;CLIENTE;30.0;MERCHFARMA: 10,HOS P344: 10,HOS FÓRMULA: 10,HOS FISCAL: 10,HOS REPLICADOR: 10,HOSTRIBUTARIO: 10
37888;Farmacia Canabarrense Filial - REDE VIDA - EVERTON;02.192.606/0003-63;5137629066 / 51998269154;Teotônia;Rua Capitao Schneider, 301;Canabarro;95890-000;4321451;RS;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,HOS FÓRMULA: 7,HOS FISCAL: 7,HOS REPLICADOR: 7,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 7
37891;Loja de Celulares - ANDRE;43.593.249/0001-60;3136237828 / 3136233206;São José da Lapa;Rua Coronel Virgilio Machado, 136;Centro;33350-000;3162955;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS REPLICADOR: 1
37901;Drogagenesis - Melhor Compra - ROMULO;40.627.913/0001-57;34996690030 / 34999743552;Patos de Minas;Rua Tiradentes, 415;Centro;38700-134;3148004;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,HOSTRIBUTARIO: 7
37902;Poupe Mais Farma - ROMULO;34.092.010/0001-16;3432173420 / 34;Uberlândia;Av dos Eucaliptos, 581 loja 456;Jardim Patricia;38414-123;3170206;MG;Sim;CLIENTE;5.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 5
37905;Popular Farma - ANDRE;42.767.961/0001-76;77991653518 / 77;Remanso;Av. Eunapio P de Queiroz, 450;Quadra 4;47200-000;2926004;BA;Sim;CLIENTE;10.0;MERCHFARMA: 4,HOS P344: 4,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 2
37906;Mega Popular Natal - ANDRE;42.342.502/0001-40;84996856903 / 84;Natal;Av Ayrton Senna, 3452 Lt Planta G Qd 2 ;Neopolis;59088-100;2408102;RN;Sim;CLIENTE;10.0;MERCHFARMA: 4,HOS P344: 4,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 4
37908;Farmacia Gomes - ANDRE;34.438.275/0001-23;7435281256 / 74;Umburanas;R Florisval Carneiro Cunha, 302;Sede;44798-000;2932457;BA;Sim;CLIENTE;1.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3
37909;Farmaclin - ANDRE;29.829.778/0001-90;75988315181 / 75;Santo Antônio de Jesus;Av Antonio Carlos Magalhes, 84;Sao Benedito;44441-606;2928703;BA;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3
37912;Comemore Artigos de Festas;38.090.836/0001-05;27993167222 / 27;Santa Teresa;R Jeronimo Vervloet, 36;Centro;29650-000;3204609;ES;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOSTRIBUTARIO: 5
37918;Souza Sobrinho - Rede Inova - DEIVSON ;42.368.679/0001-16;3234651645 / 32999126830;Pirapetinga;R Martins Peixoto, 76;Centro;36730-000;3151107;MG;Sim;CLIENTE;15.0;MERCHFARMA: 3,HOS P344: 3,HOS FISCAL: 3,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 2,HOSGESTAO: 5,UNICO CONTATO: 3
37921;Cachoeira Farma - CLEONIDES;43.112.154/0001-88;84981584295 / 84;Riachuelo;DT Sao Jose de Potengi, 8;Zona Rural;59470-000;2410900;RN;Sim;CLIENTE;30.0;MERCHFARMA: 1,HOS P344: 1
37927;Drogaria Cordisburgo - Rede Soma ;40.537.754/0001-08;3137151511 / 31;Cordisburgo;R Governador Valadares, 99;Centro;35780-000;3118908;MG;Sim;CLIENTE;1.0;MERCHFARMA: 4,HOS P344: 4,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 3
37928;Drogaria Sao Joao - Multifarma - ANDRE;28.708.165/0001-31;84996660099 / 84;Pendências;Pc Luiz Gonzaga, 134;Centro;59504-000;2409902;RN;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3
37933;Drogaria Bem Estar Mtz - Rede Inova - WA - (Cobrança Matriz);20.088.058/0001-46;77998131747 / 77;Carinhanha;Av Santo Antonio, 208;Centro;46445-000;2907103;BA;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSCHAT: 4
37934;Posto de Med Bem Estar Filial 1- WA - (Cobrança Matriz);20.088.058/0002-27;77999698439 / 77;Carinhanha;P do Mercado Povoado Angico, S/N;Zonal Rural;46445-000;2907103;BA;Sim;CLIENTE;30.0;MERCHFARMA: 1,HOS P344: 1,HOS FISCAL: 1,HOS REPLICADOR: 1
37935;Posto de Med Bem Estar Filial 2 - WA - (Cobrança Matriz);20.088.058/0003-08;77998131747 / 77;Carinhanha;R do Comercio, 22;Centro Agrovila 23;46445-000;2907103;BA;Sim;CLIENTE;30.0;MERCHFARMA: 1,HOS P344: 1,HOS FISCAL: 1,HOS REPLICADOR: 1
37936;Posto de Med Bem Estar Filial 3 - WA - (Cobrança Matriz);20.088.058/0004-99;77998362332 / 77;Carinhanha;R B, 31;Adrovila 16;46440-000;2907103;BA;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOS FISCAL: 2,HOS REPLICADOR: 2,ESTAÇÃO ADICIONAL: 1
37940;Nutripharma - PAULO;40.768.794/0001-52;1143372699 / 11;São Bernardo do Campo;Av Redenao, 440;Jardim do Mar;09725-680;3548708;SP;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS FÓRMULA: 4,ESTAÇÃO ADICIONAL: 2,LAYOUT NFS-E: 4
37942;Drogaria Bem Estar - LEF SISTEMAS;18.626.763/0001-08;6536951617 / 65;Várzea Grande;R 1, 10 - Lote 10 Quadra 50;Lot. Res. Nova Esperanca;78156-111;5108402;MT;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 2
37947;Drogaria Ideal - Rede Soma ;41.920.585/0001-45;32998347494 / 32984174004;São Geraldo;Av Prefeito Joao Vicente Ferreira Filho, 08;Santo Antonio;36530-000;3161502;MG;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS FISCAL: 4,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 4
37948;Drogaria Drogabel FQ 12348 - CELULAH;42.324.052/0001-63;14996650814 / 1433721410;Santa Cruz do Rio Pardo;Av Coronel Clementino Goncalves, 423;Vila Santa Aureliana;18900-340;3546405;SP;Sim;CLIENTE;1.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 2,HOSDASHBOARD: 6
37958;Drogaria Boa Esperanca - LEF SISTEMAS;05.233.140/0001-23;6532411848 / 65999638272;Mirassol d`Oeste;R 28 de Outubro, 2686;Centro;78280-000;5105622;MT;Sim;CLIENTE;30.0;MERCHFARMA: 9,HOS P344: 9,HOS FINANÇAS: 9,HOSTRIBUTARIO: 9,HOSCLOUD BACKUP: 2,HOSDASHBOARD: 9
37966;Pharmallis ;43.229.572/0001-50;55999355525 / 55;São Luiz Gonzaga;R 13 de Maio, 1107;Centro;97800-000;4318903;RS;Sim;CLIENTE;1.0;MERCHFARMA: 3,HOS P344: 3,HOS FÓRMULA: 3,HOSCLOUD BACKUP: 3,LAYOUT NFS-E: 3
37967;Drogaria Farmed - CLEONIDES;42.508.658/0001-59;84998341847 / 84;Natal;Av Santarem, 1328;Nossa Senhora da Apresentacao;59114-200;2408102;RN;Sim;CLIENTE;30.0;MERCHFARMA: 1,HOS P344: 1
37968;Arte Farma - EVERTON;53.553.293/0001-09;1934421424 / 199997761418;Limeira;Rua Treze de Maio, 294 ;Centro;13480-171;3526902;SP;Sim;CLIENTE;30.0;MERCHFARMA: 15,HOS P344: 15,HOS FÓRMULA: 15,HOS FINANÇAS: 15,HOS REPLICADOR: 15,HOSTRIBUTARIO: 15,LAYOUT NFS-E: 15
37969;Arte Farma Filial - EVERTON;53.553.293/0002-81;1934455148 / 19;Limeira;Rua Antonio Ometto, 1120;Vila Claudia;13480-470;3526902;SP;Sim;CLIENTE;30.0;MERCHFARMA: 15,HOS P344: 15,HOS FÓRMULA: 15,HOS REPLICADOR: 15,HOSTRIBUTARIO: 15,LAYOUT NFS-E: 15,HOSCHAT: 5
37970;Unita Farmacia - PAULO;42.933.931/0001-92;51992475317 / 51;Capão da Canoa;Rua Sepe, 1722 - Loja 01;Centro;94690-068;4304630;RS;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,INTEGRAÇÃO IFOOD: 2
37971;Drogaria Nova Farma - LEF SISTEMAS;27.289.225/0001-66;6536860462 / 65;Santa Rita do Trivelato;Av das Araras, S/N;Centro;78445-000;5107768;MT;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2,HOSCLOUD BACKUP: 2
37972;Farma Nossa - Rede Minas Farma - LEF SISTEMAS;12.881.115/0001-11;6532414502 / 65;Mirassol d`Oeste;Av Amadeu Teles Tamandare, 1550;Tamandare;78280-000;5105622;MT;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 2
37975;Farmacia Ramos - Rede Soma - ROMULO;02.450.967/0001-09;3334161489 / 33;Virginópolis;Praça Dr. Parmenio, 184;Boa Vista;39730-000;3171808;MG;Sim;CLIENTE;10.0;MERCHFARMA: 6,HOS P344: 6,HOS FINANÇAS: 6,HOSTRIBUTARIO: 6
37977;Farmalyra Farmacia do Povo;42.989.595/0001-08;81993897183 / 81;São José da Coroa Grande;Av Jose Bezerra Sobrinho, 01;Centro;55565-000;2613404;PE;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,HOS FINANÇAS: 7,HOS REPLICADOR: 7,ESTAÇÃO ADICIONAL: 3
37979;Droga + Maua - Filial 2;42.469.868/0001-85;21998677001 / 21991796996;Magé;Estrada Nova de Maua, 6449 Loja;Praia da Esperanca;25926-562;3302502;RJ;Sim;CLIENTE;1.0;MERCHFARMA: 3,HOS P344: 3,HOS REPLICADOR: 3
37981;Farmacia Conquistadora Agafarma - CELULAH;02.570.219/0001-51;5332719295 / 5332710016;Pelotas;Av Cidade de Lisboa, 580;Fragata;96045-010;4314407;RS;Sim;CLIENTE;30.0;MERCHFARMA: 11,HOS P344: 11,HOS FÓRMULA: 1
37982;Rede Bem Drogarias ;42.223.830/0001-28;82996986729 / 82999013359;Capela;Rua Juvencio Correia Araujo, 892;Centro;57780-000;2701704;AL;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOS DIGITALIZE: 5,HOSCLOUD BACKUP: 2,HOSCHAT: 3
37984;Farmacia Mega Popular - ANDRE;42.510.089/0001-86;84999978569 / 84;Natal;Rua Ulisses Caldas, 124;Cidade Alta;59025-090;2408102;RN;Sim;CLIENTE;15.0;MERCHFARMA: 4,HOS P344: 4,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 2
37988;Drogarias Dias Ltda - CLEONIDES;40.933.696/0001-23;84996923690 / 84;Ceará-Mirim;Rua Abelardo Bezerra de Melo;Muriu;59570-000;2402600;RN;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,ESTAÇÃO ADICIONAL: 1
37989;Drogaria Sao Lucas - Rede Soma ;08.795.052/0001-03;3333158011 / 33988210110;São Domingos das Dores;Av Joao Barbosa dos Santos, 406;Centro;35335-000;3160959;MG;Sim;CLIENTE;30.0;HOS DIGITALIZE: 1
37993;Farmacia Sobral - INOVAR ;43.683.856/0001-11;81991451600 / 81;Caruaru;Rua Valdemir Bezerra da Silva, N05, loja 4;Rendeiras;55022-130;2604106;PE;Sim;CLIENTE;30.0;HOS P344: 4,HOSTRIBUTARIO: 4,MERCHFARMA: 4
37994;Octa Lab Farmacia de Manipulacao ;04.943.149/0001-65;1144691818 / 11;Santo André;Rua Campos Sales, 401;Centro;09015-200;3547809;SP;Sim;CLIENTE;30.0;MERCHFARMA: 70,HOS P344: 70,HOS FÓRMULA: 70,HOS FINANÇAS: 70,HOS FISCAL: 70,ESTAÇÃO ADICIONAL: 45,HOSCLOUD BACKUP: 70,HOSDASHBOARD: 70,HOSGESTÃO PLUS: 70
37997;Drogaria Monteiro Matriz ;11.909.563/0001-13;7536412774 / 75;Valença;R Damiao Pereira Luz, 75;Bolivia;45400-000;2932903;BA;Sim;CLIENTE;3.0;MERCHFARMA: 2,HOS P344: 2,HOS REPLICADOR: 2
37999;Farmacia do Trabalhador - ROMULO;43.109.515/0001-37;3438251080 / 34998851080;Patos de Minas;Rua Olegario Maciel, 122;Jardim Patricia;38700-122;3148004;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,ESTAÇÃO ADICIONAL: 3,HOSTRIBUTARIO: 7,HOSCLOUD BACKUP: 5,HOSGESTÃO PLUS: 7,CONCILIAÇÃO DE CREDENCIADORAS - BOA VISTA-3500: 7,MENSALIDADE HOSTEF 1 PINPAD: 7
38003;Farmacia Unidos Filial 2;26.381.572/0003-13;5331900101 / 53;São Lourenço do Sul;Rod BR 116, S/N - KM 453;Coqueiro;96170-000;4318804;RS;Sim;CLIENTE;1.0;MERCHFARMA: 2,HOS P344: 2,HOS REPLICADOR: 2,HOSTRIBUTARIO: 2
38005;Farmacia Bem Estar Filial 2 - ANDRE;43.247.029/0001-85;73999635060 / 73;Una;Av Antonio Carlos Magalhaes, S/N;Sucupira ;45690-000;2932507;BA;Sim;CLIENTE;1.0;MERCHFARMA: 1,HOS P344: 1,HOS REPLICADOR: 1
38008;Grindellis Matriz;33.683.910/0001-75;2433482297 / 24974028908;Volta Redonda;R 18-B, 67;Vila Santa Cecilia;27260-100;3306305;RJ;Sim;CLIENTE;30.0;MERCHFARMA: 1,HOS P344: 1,HOS FÓRMULA: 1
38010;Drogaria Veneza I  - Rede Soma ;21.656.475/0001-00;3138229090 / 31;Ipatinga;Rua Macapa 680;Veneza 1;35164-253;3131307;MG;Sim;CLIENTE;30.0;MERCHFARMA: 10,HOS P344: 10,HOS FINANÇAS: 10,HOS FISCAL: 10,HOS REPLICADOR: 10,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 10,HOS DIGITALIZE: 10,HOSCLOUD BACKUP: 5,INTEGRAÇÃO IFOOD: 10,HOS ENTREGAS: 10,HOSGESTAO: 10,INTEGRAÇÃO MAGGU: 10
38011;Drogaria Veneza II  - Rede Soma ;64.299.191/0001-17;3138259090 / 31;Ipatinga;Av Londrina 1065;Veneza II;35164-291;3131307;MG;Sim;CLIENTE;30.0;MERCHFARMA: 10,HOS P344: 10,HOS FINANÇAS: 10,HOS FISCAL: 10,HOS REPLICADOR: 10,ESTAÇÃO ADICIONAL: 2,HOS DIGITALIZE: 10,HOSGESTAO: 10,INTEGRAÇÃO MAGGU: 10
38012;Drogaria Veneza III - Rede Soma ;06.104.427/0001-16;3138269090 / 31;Ipatinga;Av Jose Anatolio Barbosa 1740;Limoeiro;35162-450;3131307;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,ESTAÇÃO ADICIONAL: 2,HOS DIGITALIZE: 5,HOSGESTAO: 5,INTEGRAÇÃO MAGGU: 5
38013;Drogaria Veneza IV - Rede Soma ;18.811.286/0001-50;3138249090 / 31;Ipatinga;Av Fernando de Noronha 823;Bom Retiro;35160-350;3131307;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,ESTAÇÃO ADICIONAL: 1,HOS DIGITALIZE: 5,HOSGESTAO: 5,INTEGRAÇÃO MAGGU: 10
38015;Farma Cabral Barroso - Compre Bem;22.516.985/0001-45;98991383217 / 98;Humberto de Campos;Rua Irineu Santos, 338 ;Centro;65180-000;2105005;MA;Sim;CLIENTE;1.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2
38016;Drogarias Fronteira;23.088.454/0001-61;66984292515 / 66;Querência;Av Central, 2150 Quadra 28, Lote 01, Sala 02;Setor F;78643-000;5107065;MT;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 5,MENSALIDADE HOSTEF 1 PINPAD: 3
38017;Polifarma Filial 2 - ANDRE - (Cobrança Matriz);42.385.128/0001-60;84999887494 / 84;Guamaré;R Monsenhor Jose Tiburcio, 56;Centro;59598-000;2404507;RN;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 6,HOSDASHBOARD: 5
38021;Farmacia Vida e Saude - ANDRE;42.703.887/0001-24;71992295017 / 71;Salvador;R Jaqueira do Carneiro, 34;Fazenda Grande do Retiro;40353-010;2927408;BA;Sim;CLIENTE;5.0;MERCHFARMA: 1,HOSCLOUD BACKUP: 2,HOSDASHBOARD: 1
38025;Drogaria Barros - INOVAR;43.828.465/0001-48;87981737261 / 87;Garanhuns;Av Rui Barbosa, 574;Heliopoles;55296-300;2606002;PE;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5
38026;Farmacia do Povo - CLEONIDES;37.309.286/0001-00;8436634013 / 84;Natal;Av Tocantinea, 374;Pajucara;59131-000;2408102;RN;Sim;CLIENTE;5.0;MERCHFARMA: 5,HOS P344: 5
38028;Farmacia Nova Farma ;06.195.593/0001-75;5433815914 / 54984145914;Soledade;R Guilherme de Vasconcellos, 631;Centro;99300-000;4320800;RS;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSCLOUD BACKUP: 3
38030;Melhor Farma - INOVAR;42.900.471/0001-04;83991074209 / 83;Princesa Isabel;R Jose Nominando Diniz, 29;Centro;58755-000;2512309;PB;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2
38031;Farmacia Entroncamento - ANDRE;43.384.821/0001-81;71992027237 / 71;Tucano;R Ilce Araujo, 11;Entroncamento;48790-000;2931905;BA;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2,HOSGESTAO: 2
38035;Ultra Economia - FABIANO;13.002.260/0001-48;74999542913 / 74;Canarana;R Sete de Setembro, 18;Centro;44890-000;2906204;BA;Sim;CLIENTE;15.0;MERCHFARMA: 2,HOS P344: 2,ESTAÇÃO ADICIONAL: 1,HOSCLOUD BACKUP: 1
38036;Farmacia Novaes - INOVAR;27.000.791/0001-06;71997029908 / 71;Camaçari;R Senhor do Bonfim, S/N - Loja 5;Monte Gordo;42839-852;2905701;BA;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2
38038;Drogaria Ouro Farma - Rede Soma - ROMULO;43.731.052/0001-40;3431711610 / 3431710740;Patos de Minas;Av Tomaz de Aquino, 2423;Caramuru;38701-379;3148004;MG;Sim;CLIENTE;15.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3,HOSCHAT: 3
