CRM;FANTASIA;CNPJ;TELEFONE;CIDADE;ENDERECO;BAIRRO;CEP;CODIGO_IBGE;ESTADO;ATIVO;STATUS;DIAS_LIBERADOS;MODULOS
39203;Farmacia Popular CDP - LOJA SOLUCOES - (Cobrança Matriz);42.266.982/0003-70;91974007214 / 91;Belém;Travessa dois de julho, 6 QD 42 LT6.;Maracangalha;66110-140;1501402;PA;Sim;CLIENTE;1.0;MERCHFARMA: 8,HOS P344: 8,HOS REPLICADOR: 1,ESTAÇÃO ADICIONAL: 4
39207;Farmacias Schmitz ;58.327.098/0001-76;51980319139 / 51;Arroio do Meio;R Presidente Vargas, 1581;Sao Caetano;95940-000;4301008;RS;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5
39208;Cosmeticos Bella - ANDRE;58.381.470/0001-22;48992118894 / 48;Florianópolis;Est Dom Joao Becker, 838;Ingleses do Rio Vermelho;88058-600;4205407;SC;Sim;CLIENTE;10.0;MERCHFARMA: 1,HOS P344: 1
39209;Drogaria Prime Filial - Rede Meta - (Cobrança Matriz);43.772.634/0001-75;3131982695656 / 31;Ouro Branco;Av Augusta Bras dos Reis Pinto;Luzia Augusta da Silva;36490-270;3145901;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,HOSDASHBOARD: 5
39213;Amorim Farma - INOVAR;57.909.433/0001-81;82996273964 / 82;Girau do Ponciano;Avenida Tiradentes Sala A 134;Centro;57360-000;2702900;AL;Sim;CLIENTE;10.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 1,HOSCHAT: 5
39214;Farma Rodrigues - BASE4;58.051.613/0001-38;96981371333 / 96;Oiapoque;Rua Santos Dumont, 710, Letra B;Centro;68980-000;1600501;AP;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOSCHAT: 4,HOSGESTAO: 4
39216;Farmacia Nazario Filial 4 - Unifarma - PAULO;33.586.194/0001-08;7934313076 / 79;São Domingos;Praca Jose Curvelo da Conceicão Paixao 196;Centro;49525-000;2806800;SE;Sim;CLIENTE;15.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSGESTAO: 5,INTEGRAÇÃO MAGGU: 5
39217;Farmacia do Trabalhador Filial 1 - Unifarma - PAULO;42.707.365/0001-09;7934313076 / 79;Itabaiana;Largo Jose do Prado Franco 30;Centro;49500-124;2802908;SE;Sim;CLIENTE;3.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSGESTAO: 5,INTEGRAÇÃO MAGGU: 5
39218;Farmacia Nazario Filial 2 - Unifarma - PAULO;47.347.528/0001-03;79996751085 / 79;Itabaiana;Rua Sete de Setembro 534;Centro;49500-076;2802908;SE;Sim;CLIENTE;15.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSGESTAO: 5,INTEGRAÇÃO MAGGU: 5
39219;Farmacia Preco Bom Filial 3 - Unifarma - PAULO;45.689.865/0001-45;7934313076 / 79;Itabaiana;Rua Sete de Setembro 580;Centro;49500-076;2802908;SE;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5,HOSGESTAO: 5,INTEGRAÇÃO MAGGU: 5
39220;Amazon Farma ;46.029.000/0001-15;81994642694 / 81;Pedras de Fogo;Rua Santo Antonio 820;Santo Antonio;58328-000;2511202;PB;Sim;CLIENTE;5.0;MERCHFARMA: 3,HOS P344: 3,HOSTRIBUTARIO: 3,HOSCHAT: 3
39221;Farmacia Santa Teresinha - BASE4;50.857.127/0001-08;17997612233 / 17;José Bonifácio;Rua 21 de Abril 308;Centro;15200-000;3525706;SP;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5,HOSCHAT: 5,HOSGESTÃO PLUS: 5
39222;Farmacia Agape- ROMULO;50.623.962/0001-75;34992415840 / 34;Patos de Minas;Av Brasil 1420;Brasil;38701-044;3148004;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS REPLICADOR: 5,HOSTRIBUTARIO: 5
39223;Farma Vitta Drogaria - ROMULO;51.194.380/0001-83;9190291777 / 91;Abaetetuba;Av Hildo Tavares Carvalho 870;São Sebastião;68440-000;1500107;PA;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3
39224;Providencia Farma - Rede Soma - INOVAR;55.017.767/0001-15;85999956389 / 85;Fortaleza;Av Doutor Florencio de Alencar 793;Barra do Ceará;60330-055;2304400;CE;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOS REPLICADOR: 6,ESTAÇÃO ADICIONAL: 1,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 1,INTEGRAÇÃO IFOOD: 6,HOSCHAT: 4,HOSGESTÃO PLUS: 6
39225;Farmacia Manauara II - Melhor Compra - ZULEILSON;58.517.278/0001-10;97984084447 / 97;Manaus;Av Laguna 92;Nova Esperança;69037-527;1302603;AM;Sim;CLIENTE;0.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5
39226;Farmavida - IMP;41.031.247/0001-52;33988795700 / 33;Bertópolis;Rua Governador Valadares 356;Centro;39875-000;3106606;MG;Sim;CLIENTE;6.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2,HOSCHAT: 2,HOSGESTAO: 2
39228;Farmacias Rosa - PAULO;51.058.320/0001-33;49999587091 / 49;Lages;Rua Presidente Dutra 265 Edif Ebenezer Sala 2;Conta Dinheiro;88508-640;4209300;SC;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 1,HOSTRIBUTARIO: 3
39229;Farmacia Sao Bento - EVERTON;57.981.982/0001-67;54999769906 / 54;São Valentim do Sul;Av Bento Goncalves 639;Centro;99240-000;4319711;RS;Sim;CLIENTE;30.0;MERCHFARMA: 2,HOS P344: 2,HOSTRIBUTARIO: 2
39230;Farmacias Maria -  Rede Inova;58.066.704/0001-47;3333222956 / 33;Ecoporanga;Av. Jorvalim Jeronimo de Souza, 730;Centro;29850-000;3202108;ES;Sim;CLIENTE;10.0;MERCHFARMA: 5,HOS P344: 5,HOS FISCAL: 5,HOSTRIBUTARIO: 5,HOSCHAT: 4,HOSGESTAO: 5
39232;Farmacia Sao Roque - MARIO VISDOM;09.137.684/0002-23;77991792454 / 77;Guanambi;Rua Cassimiro de Abreu 450;Centro;46430-000;2911709;BA;Sim;CLIENTE;0.0;MERCHFARMA: 3,HOS P344: 3
39233;Vila Farma e Saude - Rede Soma;57.644.498/0001-42;22999911379 / 22;Macaé;Av Prefeito Aristeu Ferreira da Silva 1015;Novo Cavaleiros;27930-070;3302403;RJ;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOSTRIBUTARIO: 4,HOSCLOUD BACKUP: 4,INTEGRAÇÃO IFOOD: 4,HOSGESTAO: 4
39236;Drogarias Porto Farma - ANDRE;13.035.041/0001-65;2227793159 / 22;Macaé;Estrada Clodomiro Faustino da Cruz S/N;Faustino da Cruz;27946-790;3302403;RJ;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOS FISCAL: 6,HOS REPLICADOR: 6,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 6,HOSGESTAO: 6,INTEGRAÇÃO MAGGU: 6
39237;Porto Farma - ANDRE;13.035.041/0003-27;2238618450 / 22;Conceição de Macabu;Rua Guilherme Barbosa 30;Porto;28740-000;3301405;RJ;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOS FISCAL: 6,HOS REPLICADOR: 6,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 6,HOSGESTAO: 6,INTEGRAÇÃO MAGGU: 6
39238;Porto Farma - ANDRE;13.035.041/0002-46;2238618450 / 22;Conceição de Macabu;Rua Rozendo Fontes Tavares 149;Bocaina;28740-000;3301405;RJ;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOS FISCAL: 6,HOS REPLICADOR: 6,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 6,HOSGESTAO: 6,INTEGRAÇÃO MAGGU: 6
39239;Porto Farma - ANDRE;13.035.041/0004-08;2238618450 / 22;Conceição de Macabu;PC DR Jose Bonifacio Tassara 137;Centro;28740-000;3301405;RJ;Sim;CLIENTE;30.0;MERCHFARMA: 6,HOS P344: 6,HOS FISCAL: 6,HOS REPLICADOR: 6,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 6,HOS ENTREGAS: 6,HOSGESTAO: 6,INTEGRAÇÃO MAGGU: 6
39240;Portomed - ANDRE;32.918.305/0001-73;2227792094 / 22;Conceição de Macabu;Rua Guilherme Barbosa 30 / Sobrado;Porto;28740-000;3301405;RJ;Sim;CLIENTE;10.0;MERCHFARMA: 6,HOS P344: 6,HOS FISCAL: 6,HOS REPLICADOR: 6,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 6,HOSGESTAO: 6
39241;Israel Farma - MARCOS;49.294.070/0001-99;91992137767 / 91;Ananindeua;Alameda São Vicente 214;Maguari;67145-810;1500800;PA;Sim;CLIENTE;3.0;MERCHFARMA: 2,HOS P344: 2
39242;Farmacia Extra Popular - PAULO;29.708.224/0002-15;98991893430 / 98;Raposa;Rua estrada da raposa MA 2003;Alto da Base;65138-000;2109452;MA;Sim;CLIENTE;10.0;MERCHFARMA: 3,HOS P344: 3,HOS REPLICADOR: 3,HOSCLOUD BACKUP: 3
39243;Drogaria Renascer - CLEONIDES;24.556.157/0001-66;84988272700 / 84;Extremoz;Rua Principal 38A;Estivas;59575-000;2403608;RN;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3
39245;Drogazilda;59.082.576/0001-98;2730222254 / 27998551725;Vitória;Av Cleto Nunes 191;Parque Moscoso;29018-250;3205309;ES;Sim;CLIENTE;1.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 3
39246;Drogaria Martins Farma - BASE4-IMP;59.002.488/0001-39;87998168612 / 87;Tupanatinga;Av 31 de Março 390;Centro;56540-000;2615805;PE;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOSTRIBUTARIO: 5,HOSCHAT: 5,HOSGESTAO: 5
39247;Drogarias M Farma - MARCOS;49.662.106/0001-40;91981598899 / 91;Ananindeua;Passagem São Jorge 50;Coqueiro;67113-355;1500800;PA;Sim;CLIENTE;1.0;MERCHFARMA: 4,HOS P344: 4
39248;Drogaria Biocell Loja 1 - Rede Meta - (Cobrança Matriz);09.147.432/0001-02;33998758813 / 33984484142;Engenheiro Caldas;Rua Joaquim Manoel Ribeiro 90;Centro;35130-000;3123700;MG;Sim;CLIENTE;30.0;MERCHFARMA: 4,HOS P344: 4,HOS REPLICADOR: 4,HOSTRIBUTARIO: 4,HOSCHAT: 4,HOSDASHBOARD: 4,PORTAL DE COTAÇÕES: 4,INTEGRAÇÃO MAGGU: 4
39250;Farmacia e Drogaria Farma Vida - MARIO VISDOM;58.035.176/0001-69;77981388200 / 77;Feira da Mata;Rua Joaquim Agapito S/N;Centro;46446-000;2910776;BA;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3
39252;Drogaria Sul Americana - Rede Inova;24.999.872/0001-73;31995043115 / 31;Sete Lagoas;Rua Lassance Cunha 130;Centro;35700-006;3167202;MG;Sim;CLIENTE;30.0;MERCHFARMA: 7,HOS P344: 7,HOS FISCAL: 7,HOSTRIBUTARIO: 7,INTEGRAÇÃO IFOOD: 7,HOSCHAT: 7,HOSGESTAO: 7
39253;Farmacia Betel ;02.041.406/0001-48;4135645167 / 41;Curitiba;Rua Jussara 2593;Sitio Cercado;81925-410;4106902;PR;Sim;CLIENTE;30.0;MERCHFARMA: 3,HOS P344: 3,HOSCHAT: 4
39254;Posto de Medicamentos Santo Antonio - Coopefarma - ANDRE;40.351.701/0003-51;84994547105 / 84;Caicó;Rua Antonio Vicente do Nascimento 77;Zona Rural;59300-000;2402006;RN;Sim;CLIENTE;3.0;MERCHFARMA: 1,HOS P344: 1
39255;Posto Medic. Sto Antonio - Coopefarma - ANDRE;40.351.701/0002-70;84994547105 / 84;Jucurutu;Comunidade Po Barra de Santana 133;Zona Rural;59330-000;2406106;RN;Sim;CLIENTE;1.0;MERCHFARMA: 1,HOS P344: 1
39256;Farmacia Tres Coracoes Padre Gonzales;58.505.788/0001-78;5535230119 / 55;Três Passos;Av Farroupilha 1105;Padre Gonzales;98600-000;4321907;RS;Sim;CLIENTE;10.0;HOSTRIBUTARIO: 3,HOSCLOUD BACKUP: 3,MERCHFARMA: 3,HOS P344: 3,HOS FISCAL: 3,HOS REPLICADOR: 3,FARMÁCIA POPULAR: 3
39257;Drogaria Droga Facil - LEF SISTEMAS;01.987.999/0001-77;6634981538 / 66;Primavera do Leste;Av Porto Alegre 390;Centro;78850-000;5107040;MT;Sim;CLIENTE;5.0;MERCHFARMA: 6,HOS P344: 6,HOS FISCAL: 6,HOS REPLICADOR: 6,HOSTRIBUTARIO: 6,HOSCLOUD BACKUP: 6,HOSCHAT: 4,HOSGESTAO: 6
39259;Drogaria Irmaos Teixeira;59.298.168/0001-78;32998135082 / 32;Ubá;R Sao Jose. 91;Centro;36500-026;3169901;MG;Sim;CLIENTE;30.0;MERCHFARMA: 5,HOS P344: 5,HOS FINANÇAS: 5,HOS FISCAL: 5,HOSTRIBUTARIO: 5,HOSCLOUD BACKUP: 2
39260;Drogaria Lider Filial ;48.683.695/0002-60;31973075236 / 31;Belo Horizonte;Praca Santuario Sao Geraldo,46;Sao Geraldo;31050-650;3106200;MG;Sim;CLIENTE;10.0;MERCHFARMA: 4,HOS P344: 4,HOSDASHBOARD: 4
39261;Drogaria Sao Leopoldo ;04.707.705/0002-85;67 / 67;Campo Grande;Rua Ricardo Franco, 21, Salao 01;Vila Sobrinho;79110-030;5002704;MS;Sim;CLIENTE;32.0;MERCHFARMA: 21,HOS P344: 21,HOS COMPRAS: 21,HOS FISCAL: 21,HOS REPLICADOR: 21,HOSTRIBUTARIO: 21,HOS DIGITALIZE: 21,HOS ENTREGAS: 21,HOSGESTÃO PLUS: 21,INTEGRAÇÃO SMARTPED: 1,MENSALIDADE HOSTEF 1 PINPAD: 1,MENSALIDADE HOSTEF PINPAD EXTRA: 2
39262;Drogaria Sao Leopoldo ;04.707.705/0004-47;67 / 67;Campo Grande;Avenida Coronel Antonino, 1780;Vila Margarida;79023-000;5002704;MS;Sim;CLIENTE;32.0;MERCHFARMA: 21,HOS P344: 21,HOS COMPRAS: 21,HOS FISCAL: 21,HOS REPLICADOR: 21,HOSTRIBUTARIO: 21,HOS ENTREGAS: 21,HOSGESTÃO PLUS: 21,INTEGRAÇÃO SMARTPED: 1,CONCILIAÇÃO DE CREDENCIADORAS - BOA VISTA-3500: 21,MENSALIDADE HOSTEF 1 PINPAD: 1,MENSALIDADE HOSTEF PINPAD EXTRA: 2
39263;Drogaria Sao Leopoldo ;04.707.705/0003-66;67 / 67;Campo Grande;Avenida Bandeirantes, 3912;Vila Bandeirante;79006-000;5002704;MS;Sim;CLIENTE;32.0;MERCHFARMA: 21,HOS P344: 21,HOS COMPRAS: 21,HOS FISCAL: 21,HOS REPLICADOR: 21,HOSTRIBUTARIO: 21,HOS ENTREGAS: 21,HOSGESTÃO PLUS: 21,INTEGRAÇÃO SMARTPED: 1,CONCILIAÇÃO DE CREDENCIADORAS - BOA VISTA-3500: 21,MENSALIDADE HOSTEF 1 PINPAD: 1,MENSALIDADE HOSTEF PINPAD EXTRA: 3
39264;Drogaria Sao Leopoldo ;04.707.705/0008-70;67 / 67;Campo Grande;Avenida Eduardo Elias Zahran, 979;Vila Santa Dorotheia;79004-000;5002704;MS;Sim;CLIENTE;32.0;MERCHFARMA: 21,HOS P344: 21,HOS COMPRAS: 21,HOS FISCAL: 21,HOS REPLICADOR: 21,HOSTRIBUTARIO: 21,HOS ENTREGAS: 21,HOSGESTÃO PLUS: 21,INTEGRAÇÃO SMARTPED: 1,CONCILIAÇÃO DE CREDENCIADORAS - BOA VISTA-3500: 21,MENSALIDADE HOSTEF 1 PINPAD: 1,MENSALIDADE HOSTEF PINPAD EXTRA: 4
